ENTRY	GENES	NAME
EC 6.1.1.16	[u'cysS']	[u'Syc']
EC 6.1.1.17	[u'gltX']	[u'Sye']
EC 6.1.1.18	[u'glnS']	[u'Syq']
EC 6.1.1.19	[u'argS']	[u'Syr']
EC 6.1.1.2	[u'trpS']	[u'Syw']
EC 6.1.1.20	[u'pheT', u'pheS']	[u'SyfB', u'SyfA']
EC 6.1.1.21	[u'hisS']	[u'Syh']
EC 6.1.1.22	[u'asnS']	[u'Syn']
EC 6.1.1.3	[u'thrS']	[u'Syt']
EC 6.1.1.4	[u'leuS']	[u'Syl']
EC 6.1.1.5	[u'ileS']	[u'Syi']
EC 6.1.1.7	[u'alaS']	[u'Sya']
EC 6.1.1.9	[u'valS']	[u'Syv']
EC 6.2.1.1	[u'acs']	[u'AcsA']
EC 6.2.1.17	[u'prpE']	[u'PrpE']
EC 6.2.1.20	[u'aas']	[u'Aas']
EC 6.2.1.22	[u'citC']	[u'CitC']
EC 6.2.1.3	[u'fadD']	[u'LcfA']
EC 6.2.1.30	[u'paaK']	[u'PaaK']
EC 6.2.1.5	[u'sucC', u'sucD']	[u'SucC', u'SucD']
EC 6.3.1.1	[u'asnA']	[u'AsnA']
EC 6.3.1.11	[u'puuA']	[u'PuuA']
EC 6.3.1.2	[u'glnA']	[u'GlnA']
EC 6.3.1.5	[u'nadE']	[u'NadE']
EC 6.3.2.1	[u'panC']	[u'PanC']
EC 6.3.2.10	[u'murF']	[u'MurF']
EC 6.3.2.12	[u'folC']	[u'FolC']
EC 6.3.2.13	[u'murE']	[u'MurE']
EC 6.3.2.17	[u'folC']	[u'FolC']
EC 6.3.2.2	[u'gshA']	[u'Gsh1']
EC 6.3.2.3	[u'gshB']	[u'GshB']
EC 6.3.2.5	[u'dfp']	[u'CoaBC']
EC 6.3.2.6	[u'purC']	[u'Pur7']
EC 6.3.2.8	[u'murC']	[u'MurC']
EC 6.3.2.9	[u'murD']	[u'MurD']
EC 6.3.3.1	[u'purM']	[u'Pur5']
EC 6.3.3.3	[u'bioD', u'ynfK']	[u'BioD2']
EC 6.3.4.14	[u'accC']	[u'AccC']
EC 6.3.4.15	[u'birA']	[u'BirA']
EC 6.3.4.18	[u'purK']	[u'PurK']
EC 6.3.4.19	[u'tilS']	[u'TilS']
EC 6.3.4.2	[u'pyrG']	[u'PyrG']
EC 6.3.4.20	[u'queC']	[u'QueC']
EC 6.3.4.21	[u'pncB']	[u'PncB']
EC 6.3.4.4	[u'purA']	[u'PurA']
EC 6.3.4.5	[u'argG']	[u'AssY']
EC 6.3.5.2	[u'guaA']	[u'GuaA']
EC 6.3.5.3	[u'purL']	[u'Pur4']
EC 6.3.5.4	[u'asnB']	[u'AsnB']
EC 6.3.5.5	[u'carA', u'carB']	[u'CarB', u'CarA']
EC 6.4.1.2	[u'accA', u'accD', u'accC']	[u'AccD', u'AccA', u'AccC']
EC 6.5.1.2	[u'ligA', u'ligB']	[u'DnlJ', u'LigB']
EC 6.5.1.3	[u'rtcB']	[u'RtcB']
EC 6.5.1.4	[u'rtcA']	[u'RtcA']
EC 2.6.1.9	[u'hisC']	[u'His8']
EC 5.1.3.2	[u'galE']	[u'GalE']
EC 6.1.1.10	[u'metG']	[u'Sym']
EC 2.7.1.156	[u'cobU']	[u'CobU']
EC 2.7.7.62	[u'cobU']	[u'CobU']
EC 2.3.1.41	[u'fabB']	[u'FabB']
EC 3.1.11.5	[u'recD', u'recB', u'recC']	[u'RecC', u'RecB', u'RecD']
EC 5.1.1.3	[u'murI']	[u'MurI']
EC 1.8.1.4	[u'lpd']	[u'DldH']
EC 4.2.1.42	[u'garD']	[u'GarD']
EC 4.1.1.73	[u'dmlA']	[u'DmlA']
EC 5.4.2.12	[u'gpmM', u'ytjC']	[u'GpmB']
EC 1.2.1.16	[u'sad', u'gabD']	[u'Sad', u'GabD']
EC 1.1.1.28	[u'ldhA', u'dld']	LdhD
EC 1.1.1.28	[u'ldhA', u'dld']	Dld
EC 1.1.1.60	[u'glxR', u'garR']	GarR
EC 1.1.5.3	[u'glpA', u'glpB', u'glpC', u'glpD']	GlpD
EC 1.1.5.3	[u'glpA', u'glpB', u'glpC', u'glpD']	GlpA
EC 1.1.5.3	[u'glpA', u'glpB', u'glpC', u'glpD']	GlpC
EC 1.1.5.3	[u'glpA', u'glpB', u'glpC', u'glpD']	GlpB
EC 1.12.99.6	[u'hyaA', u'hyaB', u'hybC', u'hybO']	MbhL
EC 1.12.99.6	[u'hyaA', u'hyaB', u'hybC', u'hybO']	MbhS
EC 1.17.1.4	[u'paoC', u'paoB', u'xdhA', u'xdhB']	XdhB
EC 3.1.1.5	[u'tesA', u'pldB']	TesA
