TU	Gene
serT	serT
serU	serU
argQ	argQ
serV-argVYZQ	serV
serV-argVYZQ	argV
serV-argVYZQ	argY
serV-argVYZQ	argZ
serV-argVYZQ	argQ
serW	serW
serX	serX
setB	setB
setC	setC
sfmA	sfmA
sfmCD	sfmC
sfmCD	sfmD
sfmHF	sfmH
sfmHF	sfmF
dksA-gluQ	dksA
dksA-gluQ	gluQ
gluQ	gluQ
sfsA-dksA	sfsA
sfsA-dksA	dksA
sfsB	sfsB
sgcXBCQAER	sgcX
sgcXBCQAER	sgcB
sgcXBCQAER	sgcC
sgcXBCQAER	sgcQ
sgcXBCQAER	sgcA
sgcXBCQAER	sgcE
sgcXBCQAER	sgcR
sgrR-sroA-tbpA-thiPQ	sgrR
sgrR-sroA-tbpA-thiPQ	sroA
sgrR-sroA-tbpA-thiPQ	tbpA
sgrR-sroA-tbpA-thiPQ	thiP
sgrR-sroA-tbpA-thiPQ	thiQ
sroA	sroA
thiQ	thiQ
sgrST-setA	sgrS
sgrST-setA	sgrT
sgrST-setA	setA
shiA	shiA
shoB	shoB
sibA	sibA
sibB	sibB
sibC	sibC
sibD	sibD
sibE	sibE
sieB	sieB
sixA	sixA
slp-dctR	slp
slp-dctR	dctR
slt	slt
slyA	slyA
slyB	slyB
slyD	slyD
slyX	slyX
smf	smf
smg	smg
smpB	smpB
smrA	smrA
smrB	smrB
smtA-mukFEB	smtA
smtA-mukFEB	mukF
smtA-mukFEB	mukE
smtA-mukFEB	mukB
sodA	sodA
sodB	sodB
sodC	sodC
sohB	sohB
sokB	sokB
sokC	sokC
solA-yceO	solA
solA-yceO	yceO
yceO	yceO
soxR	soxR
soxS	soxS
speAB	speA
speAB	speB
speB	speB
speC	speC
potE	potE
speF-potE	speF
speF-potE	potE
spf	spf
sppA	sppA
spy	spy
sraA	sraA
sraB	sraB
srlAEBD-gutM-srlR-gutQ	srlA
srlAEBD-gutM-srlR-gutQ	srlE
srlAEBD-gutM-srlR-gutQ	srlB
srlAEBD-gutM-srlR-gutQ	srlD
srlAEBD-gutM-srlR-gutQ	gutM
srlAEBD-gutM-srlR-gutQ	srlR
srlAEBD-gutM-srlR-gutQ	gutQ
srlR	srlR
srmB	srmB
sroG-ribB	sroG
sroG-ribB	ribB
sroH	sroH
ssb	ssb
sseA	sseA
sseB	sseB
sspAB	sspA
sspAB	sspB
ssrA	ssrA
ssrS	ssrS
ssrS-fau	ssrS
ssrS-fau	fau
sstT	sstT
ssuB	ssuB
ssuEADCB	ssuE
ssuEADCB	ssuA
ssuEADCB	ssuD
ssuEADCB	ssuC
ssuEADCB	ssuB
stfE-tfaE	stfE
stfE-tfaE	tfaE
tfaE	tfaE
sthA	sthA
stpA	stpA
sufABCDSE	sufA
sufABCDSE	sufB
sufABCDSE	sufC
sufABCDSE	sufD
sufABCDSE	sufS
sufABCDSE	sufE
sufE	sufE
sugE	sugE
suhB	suhB
sulA	sulA
sxy	sxy
syd	syd
symE	symE
symR	symR
tabA	tabA
tag-yiaC	tag
tag-yiaC	yiaC
talA	talA
talA-tktB	talA
talA-tktB	tktB
tktB	tktB
talB	talB
tamAB-ytfP	tamA
tamAB-ytfP	tamB
tamAB-ytfP	ytfP
tar-tap-cheRBYZ	tar
tar-tap-cheRBYZ	tap
tar-tap-cheRBYZ	cheR
tar-tap-cheRBYZ	cheB
tar-tap-cheRBYZ	cheY
tar-tap-cheRBYZ	cheZ
tas	tas
tatABC	tatA
tatABC	tatB
tatABC	tatC
tatABCD	tatA
tatABCD	tatB
tatABCD	tatC
tatABCD	tatD
tatD	tatD
tatE	tatE
tauABCD	tauA
tauABCD	tauB
tauABCD	tauC
tauABCD	tauD
tcdA	tcdA
tdcABCDEFG	tdcA
tdcABCDEFG	tdcB
tdcABCDEFG	tdcC
tdcABCDEFG	tdcD
tdcABCDEFG	tdcE
tdcABCDEFG	tdcF
tdcABCDEFG	tdcG
tdcBCDEFG	tdcB
tdcBCDEFG	tdcC
tdcBCDEFG	tdcD
tdcBCDEFG	tdcE
tdcBCDEFG	tdcF
tdcBCDEFG	tdcG
tdcG	tdcG
tdcR	tdcR
tdk	tdk
tehAB	tehA
tehAB	tehB
tesA-ybbO	tesA
tesA-ybbO	ybbO
ybbO	ybbO
tesB	tesB
tfaD	tfaD
tfaS	tfaS
tfaX	tfaX
tff-rpsB-tsf	tff
tff-rpsB-tsf	rpsB
tff-rpsB-tsf	tsf
tgt-yajC	tgt
tgt-yajC	yajC
yajC-secDF	yajC
yajC-secDF	secD
yajC-secDF	secF
thiCEFSGH	thiC
thiCEFSGH	thiE
thiCEFSGH	thiF
thiCEFSGH	thiS
thiCEFSGH	thiG
thiCEFSGH	thiH
thiI	thiI
thiD	thiD
thiMD	thiM
thiMD	thiD
thrL	thrL
thrLABC	thrL
thrLABC	thrA
thrLABC	thrB
thrLABC	thrC
ihfA	ihfA
infC	infC
infC-rpmI-rplT	infC
infC-rpmI-rplT	rpmI
infC-rpmI-rplT	rplT
pheM	pheM
pheMST-ihfA	pheM
pheMST-ihfA	pheS
pheMST-ihfA	pheT
pheMST-ihfA	ihfA
rplT	rplT
rplT-pheM	rplT
rplT-pheM	pheM
rpmI-rplT	rpmI
rpmI-rplT	rplT
thrS-infC	thrS
thrS-infC	infC
thrS-infC-rpmI-rplT-pheMST-ihfA	thrS
thrS-infC-rpmI-rplT-pheMST-ihfA	infC
thrS-infC-rpmI-rplT-pheMST-ihfA	rpmI
thrS-infC-rpmI-rplT-pheMST-ihfA	rplT
thrS-infC-rpmI-rplT-pheMST-ihfA	pheM
thrS-infC-rpmI-rplT-pheMST-ihfA	pheS
thrS-infC-rpmI-rplT-pheMST-ihfA	pheT
thrS-infC-rpmI-rplT-pheMST-ihfA	ihfA
thrU-tyrU-glyT-thrT-tufB	thrU
thrU-tyrU-glyT-thrT-tufB	tyrU
thrU-tyrU-glyT-thrT-tufB	glyT
thrU-tyrU-glyT-thrT-tufB	thrT
thrU-tyrU-glyT-thrT-tufB	tufB
thrW	thrW
tig	tig
tilS	tilS
tisB	tisB
tktA	tktA
tldD	tldD
tnaC	tnaC
tnaCAB	tnaC
tnaCAB	tnaA
tnaCAB	tnaB
tolB-pal-ybgF	tolB
tolB-pal-ybgF	pal
tolB-pal-ybgF	ybgF
tolC-ygiABC	tolC
tolC-ygiABC	ygiA
tolC-ygiABC	ygiB
tolC-ygiABC	ygiC
hha	hha
tomB-hha	tomB
tomB-hha	hha
tonB	tonB
topA	topA
torCAD	torC
torCAD	torA
torCAD	torD
torI	torI
torR	torR
torS	torS
torT	torT
torYZ	torY
torYZ	torZ
tp2	tp2
tpiA	tpiA
tpke70	tpke70
tppB	tppB
tpx	tpx
tqsA	tqsA
treA	treA
treBC	treB
treBC	treC
treF	treF
treR	treR
trg	trg
trkA	trkA
trkG	trkG
trmA	trmA
trmI-yggL	trmI
trmI-yggL	yggL
yggL	yggL
trmJ	trmJ
trmL	trmL
trpA	trpA
trpCBA	trpC
trpCBA	trpB
trpCBA	trpA
trpL	trpL
trpLEDCBA	trpL
trpLEDCBA	trpE
trpLEDCBA	trpD
trpLEDCBA	trpC
trpLEDCBA	trpB
trpLEDCBA	trpA
trpR	trpR
trpT	trpT
truD	truD
trxA	trxA
trxB	trxB
trxC	trxC
tsaB-yeaY	tsaB
tsaB-yeaY	yeaY
yeaY	yeaY
tsaD	tsaD
tsgA	tsgA
tsr	tsr
tsx	tsx
ttcA	ttcA
ttdABT	ttdA
ttdABT	ttdB
ttdABT	ttdT
ttdR	ttdR
tus	tus
tusA	tusA
tusE	tusE
tynA	tynA
typA	typA
tyrB	tyrB
tyrP	tyrP
tpr	tpr
tyrTV-tpr	tyrT
tyrTV-tpr	tyrV
tyrTV-tpr	tpr
tyrV-tpr	tyrV
tyrV-tpr	tpr
uacT	uacT
ubiCA	ubiC
ubiCA	ubiA
ubiD	ubiD
ubiEJB	ubiE
ubiEJB	ubiJ
ubiEJB	ubiB
ubiF	ubiF
ubiG	ubiG
ucpA	ucpA
dcd	dcd
udk-dcd	udk
udk-dcd	dcd
udp	udp
ugd	ugd
ugpBAECQ	ugpB
ugpBAECQ	ugpA
ugpBAECQ	ugpE
ugpBAECQ	ugpC
ugpBAECQ	ugpQ
ugpQ	ugpQ
uhpT	uhpT
uidABC	uidA
uidABC	uidB
uidABC	uidC
uidC	uidC
uidR	uidR
ulaABCDEF	ulaA
ulaABCDEF	ulaB
ulaABCDEF	ulaC
ulaABCDEF	ulaD
ulaABCDEF	ulaE
ulaABCDEF	ulaF
ulaG	ulaG
ulaR	ulaR
umpG-pcm	umpG
umpG-pcm	pcm
umuDC	umuD
umuDC	umuC
ung	ung
upp-uraA	upp
upp-uraA	uraA
ushA	ushA
uspA	uspA
uspB	uspB
uspC	uspC
uspE	uspE
uspF	uspF
uspG	uspG
uvrA	uvrA
uvrB	uvrB
uvrD	uvrD
uvrC	uvrC
uvrYC	uvrY
uvrYC	uvrC
uxaB	uxaB
uxaCA	uxaC
uxaCA	uxaA
uxuAB	uxuA
uxuAB	uxuB
uxuR	uxuR
valUXY-lysV	valU
valUXY-lysV	valX
valUXY-lysV	valY
valUXY-lysV	lysV
valVW	valV
valVW	valW
valZ-lysY	valZ
valZ-lysY	lysY
ves	ves
waaA	waaA
waaA-coaD	waaA
waaA-coaD	coaD
waaH	waaH
waaQGPSBIJYZU	waaQ
waaQGPSBIJYZU	waaG
waaQGPSBIJYZU	waaP
waaQGPSBIJYZU	waaS
waaQGPSBIJYZU	waaB
waaQGPSBIJYZU	waaI
waaQGPSBIJYZU	waaJ
waaQGPSBIJYZU	waaY
waaQGPSBIJYZU	waaZ
waaQGPSBIJYZU	waaU
waaU	waaU
waaYZ	waaY
waaYZ	waaZ
waaZU	waaZ
waaZU	waaU
wbbIJK	wbbI
wbbIJK	wbbJ
wbbIJK	wbbK
wbbK	wbbK
wbbL_2	wbbL_2
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaC
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaD
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaE
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaF
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	gmd
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	fcl
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	gmm
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaI
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	cpsB
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	cpsG
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaJ
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wzxC
wzxC	wzxC
wcaKLM	wcaK
wcaKLM	wcaL
wcaKLM	wcaM
wcaM	wcaM
wecH	wecH
wrbA-yccJ	wrbA
wrbA-yccJ	yccJ
wza-wzb-wzc	wza
wza-wzb-wzc	wzb
wza-wzb-wzc	wzc
wza-wzb-wzc-wcaAB	wza
wza-wzb-wzc-wcaAB	wzb
wza-wzb-wzc-wcaAB	wzc
wza-wzb-wzc-wcaAB	wcaA
wza-wzb-wzc-wcaAB	wcaB
wzzB	wzzB
xanP	xanP
xanQ-guaD-ghxQ	xanQ
xanQ-guaD-ghxQ	guaD
xanQ-guaD-ghxQ	ghxQ
xapAB	xapA
xapAB	xapB
xapR	xapR
xdhABC	xdhA
xdhABC	xdhB
xdhABC	xdhC
dsbC	dsbC
dsbC-recJ-prfB	dsbC
dsbC-recJ-prfB	recJ
dsbC-recJ-prfB	prfB
prfB-lysS	prfB
prfB-lysS	lysS
xerD	xerD
xerD-dsbC-recJ	xerD
xerD-dsbC-recJ	dsbC
xerD-dsbC-recJ	recJ
xseA	xseA
xseB-ispA-dxs-yajO	xseB
xseB-ispA-dxs-yajO	ispA
xseB-ispA-dxs-yajO	dxs
xseB-ispA-dxs-yajO	yajO
yajO	yajO
xthA	xthA
xylAB	xylA
xylAB	xylB
xylE	xylE
xylFGHR	xylF
xylFGHR	xylG
xylFGHR	xylH
xylFGHR	xylR
xylR	xylR
yaaA	yaaA
yaaI	yaaI
yaaJ	yaaJ
yaaU	yaaU
yaaW	yaaW
yaaX	yaaX
yabI	yabI
yabPQ	yabP
yabPQ	yabQ
yacC-speED	yacC
yacC-speED	speE
yacC-speED	speD
yacH	yacH
yacL	yacL
yadD	yadD
yadE	yadE
yadGH	yadG
yadGH	yadH
yadI	yadI
yadC	yadC
yadMLKC	yadM
yadMLKC	yadL
yadMLKC	yadK
yadMLKC	yadC
yadN	yadN
htrE	htrE
yadV-htrE	yadV
yadV-htrE	htrE
yaeF	yaeF
yaeH	yaeH
yaeI	yaeI
yaeP-rof	yaeP
yaeP-rof	rof
yaeQ-arfB-nlpE	yaeQ
yaeQ-arfB-nlpE	arfB
yaeQ-arfB-nlpE	nlpE
yaeR	yaeR
yafC	yafC
yafDE	yafD
yafDE	yafE
yafF	yafF
yafJ	yafJ
yafK	yafK
yafL	yafL
yafS	yafS
yafT	yafT
yafU	yafU
yafV	yafV
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	yafY
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfB
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfF
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	yafX
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfG
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfH
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	yafW
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfI
ykfBF-yafX-ykfGH-yafW-ykfI	ykfB
ykfBF-yafX-ykfGH-yafW-ykfI	ykfF
ykfBF-yafX-ykfGH-yafW-ykfI	yafX
ykfBF-yafX-ykfGH-yafW-ykfI	ykfG
ykfBF-yafX-ykfGH-yafW-ykfI	ykfH
ykfBF-yafX-ykfGH-yafW-ykfI	yafW
ykfBF-yafX-ykfGH-yafW-ykfI	ykfI
ykfGH-yafW-ykfI	ykfG
ykfGH-yafW-ykfI	ykfH
ykfGH-yafW-ykfI	yafW
ykfGH-yafW-ykfI	ykfI
ykfI	ykfI
yagAB-ykgN	yagA
yagAB-ykgN	yagB
yagAB-ykgN	ykgN
yagEF	yagE
yagEF	yagF
yagGH	yagG
yagGH	yagH
yagI	yagI
yagJ	yagJ
yagK	yagK
yagL	yagL
yagML	yagM
yagML	yagL
yagN	yagN
yagP	yagP
yagU	yagU
yahA	yahA
yahB	yahB
yahC	yahC
yahDEFG	yahD
yahDEFG	yahE
yahDEFG	yahF
yahDEFG	yahG
yahE	yahE
yahH	yahH
yahIJ	yahI
yahIJ	yahJ
yahK	yahK
yahL	yahL
yahM	yahM
yahN	yahN
yahO	yahO
yaiE	yaiE
yaiF	yaiF
yaiI	yaiI
yaiL	yaiL
yaiP	yaiP
yaiS	yaiS
yaiT	yaiT
yaiU	yaiU
yaiV	yaiV
yaiO	yaiO
yaiXO	yaiX
yaiXO	yaiO
yaiY	yaiY
yaiZ	yaiZ
yajD	yajD
yajG	yajG
yajI	yajI
yajQ	yajQ
yajR	yajR
ybaA	ybaA
ybaB-recR	ybaB
ybaB-recR	recR
ybaE	ybaE
ybaK	ybaK
ybaL	ybaL
ybaN	ybaN
ybaO	ybaO
ybaP	ybaP
ybaQ	ybaQ
ybaST	ybaS
ybaST	ybaT
ybaV	ybaV
ybaY	ybaY
ybbAP	ybbA
ybbAP	ybbP
ybbB	ybbB
ybbN	ybbN
ybcC	ybcC
ybcD	ybcD
ybcH	ybcH
ybcI	ybcI
ybcK	ybcK
ybcLM	ybcL
ybcLM	ybcM
ybcN-ninE-ybcO-rusA-ylcG	ybcN
ybcN-ninE-ybcO-rusA-ylcG	ninE
ybcN-ninE-ybcO-rusA-ylcG	ybcO
ybcN-ninE-ybcO-rusA-ylcG	rusA
ybcN-ninE-ybcO-rusA-ylcG	ylcG
ybcQ	ybcQ
ybcV	ybcV
ybcW	ybcW
ybcY	ybcY
ybdD	ybdD
ybdF	ybdF
ybdG	ybdG
ybdH	ybdH
ybdJ	ybdJ
ybdK	ybdK
ybdL	ybdL
ybdM	ybdM
ybdN	ybdN
ybdO	ybdO
ybdR	ybdR
lipB	lipB
ybeD	ybeD
ybeD-lipB	ybeD
ybeD-lipB	lipB
ybeF	ybeF
ybeL	ybeL
ybeM_1M_2	ybeM_1
ybeM_1M_2	ybeM_2
ybeQ	ybeQ
ybeR-djlB	ybeR
ybeR-djlB	djlB
ybeT	ybeT
ybeU-djlC	ybeU
ybeU-djlC	djlC
lnt	lnt
ybeX-lnt	ybeX
ybeX-lnt	lnt
ybeZY	ybeZ
ybeZY	ybeY
ybeZYX-lnt	ybeZ
ybeZYX-lnt	ybeY
ybeZYX-lnt	ybeX
ybeZYX-lnt	lnt
ybfA	ybfA
ybfD	ybfD
ybfE	ybfE
ybfF	ybfF
ybfHG	ybfH
ybfHG	ybfG
ybfL	ybfL
ybfOC	ybfO
ybfOC	ybfC
ybfP	ybfP
ybfQ	ybfQ
phr	phr
ybgA-phr	ybgA
ybgA-phr	phr
ybgC-tolQRA	ybgC
ybgC-tolQRA	tolQ
ybgC-tolQRA	tolR
ybgC-tolQRA	tolA
ybgD	ybgD
ybgIJKL-nei	ybgI
ybgIJKL-nei	ybgJ
ybgIJKL-nei	ybgK
ybgIJKL-nei	ybgL
ybgIJKL-nei	nei
ybgO	ybgO
ybgQPO	ybgQ
ybgQPO	ybgP
ybgQPO	ybgO
ybgS	ybgS
ybhA	ybhA
ybhB	ybhB
ybhC	ybhC
ybhD	ybhD
ybhH	ybhH
ybhI	ybhI
ybhJ	ybhJ
ybhK	ybhK
ybhL	ybhL
ybhM	ybhM
ybhN	ybhN
ybhP-clsB-ybhN	ybhP
ybhP-clsB-ybhN	clsB
ybhP-clsB-ybhN	ybhN
ybhQ	ybhQ
ybiA	ybiA
ybiB	ybiB
ybiC	ybiC
ybiH-ybhGFSR	ybiH
ybiH-ybhGFSR	ybhG
ybiH-ybhGFSR	ybhF
ybiH-ybhGFSR	ybhS
ybiH-ybhGFSR	ybhR
ybiI	ybiI
ybiJ	ybiJ
ybiO	ybiO
ybiS	ybiS
ybiT	ybiT
ybiU	ybiU
ybiV	ybiV
ybiX	ybiX
ybiW	ybiW
ybiYW	ybiY
ybiYW	ybiW
rimK-ybjN	rimK
rimK-ybjN	ybjN
ybjC-nfsA-rimK-ybjN	ybjC
ybjC-nfsA-rimK-ybjN	nfsA
ybjC-nfsA-rimK-ybjN	rimK
ybjC-nfsA-rimK-ybjN	ybjN
ybjN	ybjN
ybjD	ybjD
ybjE	ybjE
ybjG	ybjG
ybjH	ybjH
ybjJI	ybjJ
ybjJI	ybjI
ybjL	ybjL
ybjM	ybjM
ybjO-rlmC	ybjO
ybjO-rlmC	rlmC
ybjP	ybjP
ybjQ-amiD	ybjQ
ybjQ-amiD	amiD
ybjS	ybjS
ybjX	ybjX
ycaC	ycaC
ycaD	ycaD
ycaI-msbA-lpxK-ycaQ	ycaI
ycaI-msbA-lpxK-ycaQ	msbA
ycaI-msbA-lpxK-ycaQ	lpxK
ycaI-msbA-lpxK-ycaQ	ycaQ
ycaK	ycaK
ycaL	ycaL
ycaM	ycaM
ycaN	ycaN
ycaO	ycaO
ycaP	ycaP
ycaR-kdsB	ycaR
ycaR-kdsB	kdsB
ycbB	ycbB
ycbJ	ycbJ
ycbKL	ycbK
ycbKL	ycbL
ycbX	ycbX
ycbZ	ycbZ
yccA	yccA
yccE	yccE
yccFS	yccF
yccFS	yccS
yccS	yccS
yccM	yccM
yccT	yccT
yccU	yccU
yccX	yccX
ycdT	ycdT
ycdXY	ycdX
ycdXY	ycdY
ycdZ	ycdZ
yceA	yceA
yceB	yceB
acpP	acpP
acpP-fabF	acpP
acpP-fabF	fabF
fabDG-acpP	fabD
fabDG-acpP	fabG
fabDG-acpP	acpP
fabF	fabF
fabG-acpP	fabG
fabG-acpP	acpP
fabHDG	fabH
fabHDG	fabD
fabHDG	fabG
plsX-fabHDG	plsX
plsX-fabHDG	fabH
plsX-fabHDG	fabD
plsX-fabHDG	fabG
rpmF-plsX-fabHDG	rpmF
rpmF-plsX-fabHDG	plsX
rpmF-plsX-fabHDG	fabH
rpmF-plsX-fabHDG	fabD
rpmF-plsX-fabHDG	fabG
yceD-rpmF	yceD
yceD-rpmF	rpmF
yceF	yceF
yceH	yceH
yceI	yceI
yceJI	yceJ
yceJI	yceI
yceK	yceK
yceM	yceM
yceQ	yceQ
ycfD	ycfD
ycfJ	ycfJ
ycfS	ycfS
ycfT	ycfT
ycgB	ycgB
ycgG	ycgG
ycgH_1	ycgH_1
ycgH_2	ycgH_2
ycgJ	ycgJ
ycgL	ycgL
ycgM	ycgM
ycgN	ycgN
ycgR	ycgR
ycgV	ycgV
ycgX	ycgX
ycgY	ycgY
ycgZ	ycgZ
ycgZ-ymgA-ariR-ymgC	ycgZ
ycgZ-ymgA-ariR-ymgC	ymgA
ycgZ-ymgA-ariR-ymgC	ariR
ycgZ-ymgA-ariR-ymgC	ymgC
ymgA-ariR	ymgA
ymgA-ariR	ariR
ymgC	ymgC
ychE	ychE
ychE_2-yhcF	ychE_2
ychE_2-yhcF	yhcF
yhcF	yhcF
ychG_1G_2	ychG_1
ychG_1G_2	ychG_2
ychH	ychH
ychJ	ychJ
ychN	ychN
ychO	ychO
kdsA	kdsA
ychQA-kdsA	ychQ
ychQA-kdsA	ychA
ychQA-kdsA	kdsA
ychS	ychS
yciA	yciA
yciB	yciB
yciCB	yciC
yciCB	yciB
yciE	yciE
yciG	yciG
yciGFE	yciG
yciGFE	yciF
yciGFE	yciE
yciI	yciI
yciK-btuR	yciK
yciK-btuR	btuR
yciN	yciN
pyrF-yciH	pyrF
pyrF-yciH	yciH
yciSM	yciS
yciSM	yciM
yciSM-pyrF-yciH	yciS
yciSM-pyrF-yciH	yciM
yciSM-pyrF-yciH	pyrF
yciSM-pyrF-yciH	yciH
yciVOQ	yciV
yciVOQ	yciO
yciVOQ	yciQ
yciW	yciW
yciY	yciY
yciT	yciT
yciZT	yciZ
yciZT	yciT
ycjD	ycjD
ycjG	ycjG
ycjMNOPQRSTUV-ymjB	ycjM
ycjMNOPQRSTUV-ymjB	ycjN
ycjMNOPQRSTUV-ymjB	ycjO
ycjMNOPQRSTUV-ymjB	ycjP
ycjMNOPQRSTUV-ymjB	ycjQ
ycjMNOPQRSTUV-ymjB	ycjR
ycjMNOPQRSTUV-ymjB	ycjS
ycjMNOPQRSTUV-ymjB	ycjT
ycjMNOPQRSTUV-ymjB	ycjU
ycjMNOPQRSTUV-ymjB	ycjV
ycjMNOPQRSTUV-ymjB	ymjB
ycjW	ycjW
tyrR	tyrR
ycjXF	ycjX
ycjXF	ycjF
ycjXF-tyrR	ycjX
ycjXF-tyrR	ycjF
ycjXF-tyrR	tyrR
mpaA	mpaA
ycjY	ycjY
ycjY-ymjDC-mpaA	ycjY
ycjY-ymjDC-mpaA	ymjD
ycjY-ymjDC-mpaA	ymjC
ycjY-ymjDC-mpaA	mpaA
ymjC-mpaA	ymjC
ymjC-mpaA	mpaA
ydaGF	ydaG
ydaGF	ydaF
ydaM	ydaM
ydaN	ydaN
ydaSTUVW-rzpR	ydaS
ydaSTUVW-rzpR	ydaT
ydaSTUVW-rzpR	ydaU
ydaSTUVW-rzpR	ydaV
ydaSTUVW-rzpR	ydaW
ydaSTUVW-rzpR	rzpR
ydbA_1	ydbA_1
ydbA_2	ydbA_2
ydbC	ydbC
ydbD	ydbD
ydbH-ynbE-ydbL	ydbH
ydbH-ynbE-ydbL	ynbE
ydbH-ynbE-ydbL	ydbL
ydbJ	ydbJ
ompN	ompN
ydbK	ydbK
ydbK-ompN	ydbK
ydbK-ompN	ompN
ydcA	ydcA
ydcC	ydcC
ydcF	ydcF
ydcH	ydcH
ydcI	ydcI
ydcJ	ydcJ
ydcK	ydcK
ydcL	ydcL
ydcM	ydcM
ydcN	ydcN
ydcO	ydcO
ydcP	ydcP
ydcR	ydcR
patD	patD
ydcSTUV-patD	ydcS
ydcSTUV-patD	ydcT
ydcSTUV-patD	ydcU
ydcSTUV-patD	ydcV
ydcSTUV-patD	patD
ydcX	ydcX
ydcY	ydcY
yddAB	yddA
yddAB	yddB
yddB	yddB
yddE	yddE
yddG	yddG
yddH	yddH
yddJ	yddJ
yddLKJ	yddL
yddLKJ	yddK
yddLKJ	yddJ
yddM	yddM
yddW	yddW
ydeA	ydeA
ydeE	ydeE
ydeI	ydeI
ydeJ	ydeJ
ydeK	ydeK
ydeM	ydeM
ydeN	ydeN
ydeP	ydeP
ydeQ	ydeQ
ydeR	ydeR
ydeTSR	ydeT
ydeTSR	ydeS
ydeTSR	ydeR
ydeU	ydeU
ydfABC	ydfA
ydfABC	ydfB
ydfABC	ydfC
ydfG	ydfG
ydfH	ydfH
ydfI	ydfI
ydfJ	ydfJ
ydfK	ydfK
ydfUT	ydfU
ydfUT	ydfT
ydfV	ydfV
ydfZ	ydfZ
ydgA	ydgA
ydgC	ydgC
ydgD	ydgD
ydgH	ydgH
ydgI-folM	ydgI
ydgI-folM	folM
ydgJ	ydgJ
rsxABCDGE-nth	rsxA
rsxABCDGE-nth	rsxB
rsxABCDGE-nth	rsxC
rsxABCDGE-nth	rsxD
rsxABCDGE-nth	rsxG
rsxABCDGE-nth	rsxE
rsxABCDGE-nth	nth
ydgK-rsxABCDGE-nth	ydgK
ydgK-rsxABCDGE-nth	rsxA
ydgK-rsxABCDGE-nth	rsxB
ydgK-rsxABCDGE-nth	rsxC
ydgK-rsxABCDGE-nth	rsxD
ydgK-rsxABCDGE-nth	rsxG
ydgK-rsxABCDGE-nth	rsxE
ydgK-rsxABCDGE-nth	nth
ydhB	ydhB
ydhC	ydhC
ydhF	ydhF
ydhIJK	ydhI
ydhIJK	ydhJ
ydhIJK	ydhK
ydhL	ydhL
ydhP	ydhP
ydhQ	ydhQ
ydhR	ydhR
ydhS	ydhS
ydhT	ydhT
ydhXUT	ydhX
ydhXUT	ydhU
ydhXUT	ydhT
ydhYVW	ydhY
ydhYVW	ydhV
ydhYVW	ydhW
ydhYVWXUT	ydhY
ydhYVWXUT	ydhV
ydhYVWXUT	ydhW
ydhYVWXUT	ydhX
ydhYVWXUT	ydhU
ydhYVWXUT	ydhT
ydhZ	ydhZ
ydiE	ydiE
ydiFO	ydiF
ydiFO	ydiO
ydiH	ydiH
ydiJ-menI-ydiH	ydiJ
ydiJ-menI-ydiH	menI
ydiJ-menI-ydiH	ydiH
ydiK	ydiK
ydiL	ydiL
ydiM	ydiM
ydiNB-aroD	ydiN
ydiNB-aroD	ydiB
ydiNB-aroD	aroD
ydiP	ydiP
ydiQRST-fadK	ydiQ
ydiQRST-fadK	ydiR
ydiQRST-fadK	ydiS
ydiQRST-fadK	ydiT
ydiQRST-fadK	fadK
ydiU	ydiU
ydiV	ydiV
ydiY	ydiY
ydiZ	ydiZ
selD-topB	selD
selD-topB	topB
ydjA-selD-topB	ydjA
ydjA-selD-topB	selD
ydjA-selD-topB	topB
ydjE	ydjE
ydjF	ydjF
ydjLKJIHG	ydjL
ydjLKJIHG	ydjK
ydjLKJIHG	ydjJ
ydjLKJIHG	ydjI
ydjLKJIHG	ydjH
ydjLKJIHG	ydjG
ydjM	ydjM
ydjN	ydjN
ydjO	ydjO
ydjXYZ-ynjABCD	ydjX
ydjXYZ-ynjABCD	ydjY
