Operon	TU
proVWX	proVWX
proVWX	proVWX
ygaZH	ygaZH
mprA-emrAB	mprA-emrAB
micA	micA
luxS	luxS
luxS	luxS
serV-argVYZQ	serV-argVYZQ
csrA	csrA
csrA	csrA
csrA	csrA
csrA	csrA
csrA	csrA
alaS	alaS
recAX	recAX
recAX	recA
pncC	pncC
srlAEBD-gutM-srlR-gutQ	srlAEBD-gutM-srlR-gutQ
srlAEBD-gutM-srlR-gutQ	srlR
norR	norR
norVW	norVW
hydN-hypF	hypF
hydN-hypF	hypF
hydN-hypF	hydN-hypF
ascG	ascG
ascFB	ascFB
hycABCDEFGHI	hycI
hycABCDEFGHI	hycABCDEFGHI
hypABCDE-fhlA	hypABCDE
hypABCDE-fhlA	hypABCDE-fhlA
hypABCDE-fhlA	hypBCDE
hypABCDE-fhlA	hypBCDE-fhlA
ygbA	ygbA
mutS	mutS
pphB	pphB
ygbI	ygbI
ygbI	ygbI
ygbJK	ygbK
ygbLM	ygbLM
ygbLM	ygbLM
ygbN	ygbN
nlpD-rpoS	rpoS
nlpD-rpoS	rpoS
nlpD-rpoS	rpoS
nlpD-rpoS	rpoS
nlpD-rpoS	rpoS
nlpD-rpoS	nlpD-rpoS
nlpD-rpoS	nlpD-rpoS
umpG-pcm	umpG-pcm
ispDF	ispF
ispDF	ispF
ftsB	ftsB
ygbE	ygbE
cysDNC	cysC
cysDNC	cysDNC
iap	iap
iap	iap
casABCDE12	cas2
casABCDE12	casABCDE12
cysJIH	cysJIH
ygcNOP	ygcNOP
ygcU	ygcU
ygcW	ygcW
ygcW	ygcW
yqcE-ygcE	yqcE-ygcE
ygcG	ygcG
queE	queE
ygcG	ygcG
pyrG-eno	eno
pyrG-eno	eno
pyrG-eno	eno
pyrG-eno	eno
pyrG-eno	eno
pyrG-eno	eno
pyrG-eno	pyrG-eno
pyrG-eno	pyrG-eno
pyrG-eno	pyrG-eno
relA-mazEFG	mazG
relA-mazEFG	mazEFG
relA-mazEFG	mazEFG
relA-mazEFG	relA-mazEF
relA-mazEFG	relA-mazEF
rlmD	rlmD
gudPXD	gudD
yqcC-truC-yqcA	yqcA
csrB	csrB
queF	queF
syd	syd
sdaCB	sdaCB
ygdG	ygdG
fucAO	fucAO
fucPIKUR	fucPIKUR
ygdD	ygdD
gcvA	gcvA
gcvB	gcvB
csdAE	csdAE
ygdI	ygdI
ygdI	ygdI
mltA	mltA
metZWV	metZWV
metZWV	metZWV
amiC	amiC
argA	argA
amiC	amiC
ptrA-recBD	ptrA
ptrA-recBD	ptrA-recBD
ppdAB-ygdB-ppdC-recC	recC
ppdAB-ygdB-ppdC-recC	ppdAB-ygdB-ppdC-recC
lgt-thyA	thyA
rppH-ptsP	rppH-ptsP
mutH	mutH
mutH	mutH
ygdQ	ygdQ
ygdR	ygdR
tas	tas
aas-lplT	lplT
omrA	omrA
omrB	omrB
galR	galR
lysR	lysR
lysA	lysA
ygeA	ygeA
araE	araE
kduI	kduI
yqeF	yqeF
yqeF	yqeF
yqeG	yqeG
yqeG	yqeG
yqeF	yqeF
yqeG	yqeG
yqeH	yqeH
yqeH	yqeH
yqeIJ	yqeIJ
yqeIJ	yqeIJ
yqeIJ	yqeIJ
yqeIJ	yqeIJ
yqeIJ	yqeIJ
yqeK	yqeK
yqeK	yqeK
yqeK	yqeK
ygeH	ygeH
ygeI	ygeI
ygeI	ygeI
ygeI	ygeI
glyU	glyU
ygeR	ygeR
xdhABC	xdhABC
xdhABC	xdhABC
ygeV	ygeV
ygeW	ygeW
ygeW	ygeW
ygeW	ygeW
hyuA	hyuA
hyuA	hyuA
mocA	mocA
yqeC	yqeC
yqeC	yqeC
ygfK-ssnA	ygfK-ssnA
ygfK-ssnA	ssnA
xanQ-guaD-ghxQ	xanQ-guaD-ghxQ
ygfTS	ygfS
uacT	uacT
idi	idi
idi	idi
idi	idi
idi	idi
xerD-dsbC-recJ-prfB-lysS	dsbC
xerD-dsbC-recJ-prfB-lysS	dsbC-recJ-prfB
fldB	fldB
xerD-dsbC-recJ-prfB-lysS	xerD-dsbC-recJ
sdhE-cptA	sdhE-cptA
ygfZ	ygfZ
yqfA	yqfA
yqfA	yqfA
gcvTHP	gcvTHP
ygfB-pepP-ubiHI	ygfB-pepP-ubiHI
zapA	zapA
ssrS-fau	ssrS-fau
ssrS-fau	ssrS
ssrS-fau	ssrS-fau
ssrS-fau	ssrS
sibC	sibC
serA	serA
serA	serA
rpiA	rpiA
argP	argP
yggE	yggE
yggE	yggE
argO	argO
mscS	mscS
epd-pgk-fbaA	pgk
epd-pgk-fbaA	pgk-fbaA
epd-pgk-fbaA	pgk
epd-pgk-fbaA	pgk-fbaA
epd-pgk-fbaA	pgk-fbaA
epd-pgk-fbaA	pgk
epd-pgk-fbaA	epd-pgk
epd-pgk-fbaA	epd-pgk-fbaA
cmtBA-yggPFDC	yggC
tktA	tktA
loiP	loiP
speAB	speB
speAB	speAB
yqgB	yqgB
yqgB	yqgB
metK	metK
galP	galP
yggI	yggI
yggI	yggI
yggI	yggI
yggI	yggI
endA	endA
endA	endA
endA	endA
endA	endA
rsmE-gshB	rsmE-gshB
rsmE-gshB	rsmE-gshB
yqgEF	yqgEF
yggSTU-rdgB-yggW	rdgB-yggW
yggM	yggM
yggM	yggM
yggM	yggM
ansB	ansB
ansB	ansB
yggN	yggN
yggN	yggN
yggN	yggN
trmI-yggL	yggL
trmI-yggL	yggL
mutY-yggX-mltC-nupG	mutY-yggX-mltC-nupG
mutY-yggX-mltC-nupG	mutY-yggX
mutY-yggX-mltC-nupG	mutY-yggX-mltC
mutY-yggX-mltC-nupG	mutY-yggX-mltC-nupG
mutY-yggX-mltC-nupG	mutY-yggX
mutY-yggX-mltC-nupG	mutY-yggX-mltC
mutY-yggX-mltC-nupG	yggX-mltC-nupG
mutY-yggX-mltC-nupG	yggX
mutY-yggX-mltC-nupG	yggX-mltC
mutY-yggX-mltC-nupG	nupG
speC	speC
yqgA	yqgA
yqgA	yqgA
pheV	pheV
yghED	yghD
yghED	yghD
yghED	yghD
yghF	yghF
pppA	pppA
yghJ	yghJ
yghJ	yghJ
yghJ	yghJ
glcDEFGBA	glcA
glcDEFGBA	glcA
glcDEFGBA	glcDEFGBA
glcC	glcC
insH-9	insH-9
yghQ	yghQ
yghQ	yghQ
yghQ	yghQ
yghQ	yghQ
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
pitB	pitB
gss	gss
yghU	yghU
hybOABCDEFG	hybOABCDEFG
yghW	yghW
yghZ	yghZ
yghA	yghA
yqhA	yqhA
yqhA	yqhA
exbBD	exbD
exbBD	exbBD
metC	metC
yghB	yghB
yqhD-dkgA	yqhD-dkgA
yqhC	yqhC
yqhD-dkgA	dkgA
yqhH	yqhH
ygiQ	ygiQ
ygiQ	ygiQ
ftsP	ftsP
ftsP	ftsP
parC	parC
ygiS	ygiS
mqsRA	mqsA
mqsRA	mqsA
mqsRA	mqsRA
mqsRA	mqsRA
ygiV	ygiV
ygiV	ygiV
ygiW	ygiW
qseBC	qseBC
ygiW	ygiW
qseBC	qseBC
ygiW	ygiW
ygiZ	ygiZ
mdaB	mdaB
mdaB	mdaB
mdaB	mdaB
ygiN	ygiN
tolC-ygiABC	tolC-ygiABC
tolC-ygiABC	tolC-ygiABC
tolC-ygiABC	tolC-ygiABC
tolC-ygiABC	tolC-ygiABC
ygiD	ygiD
zupT	zupT
ygiD	ygiD
sroG-ribB	sroG-ribB
yqiC	yqiC
ygiL	ygiL
ygiL	ygiL
insC-5CD-5D-5-yqiGHI	insC-5CD-5D-5-yqiGHI
glgS	glgS
glgS	glgS
yqiJK	yqiJK
yqiJK	yqiJK
sibD	sibD
sibE	sibE
rfaE	rfaE
ygiF-glnE	glnE
ygiF-glnE	glnE
ygiF-glnE	glnE
ygiF-glnE	glnE
ygiM-cca	ygiM-cca
ygiM-cca	ygiM
bacA	bacA
ygiH	ygiH
folB	folB
ttdR	ttdR
ttdABT	ttdABT
tsaD	tsaD
tsaD	tsaD
rpsU-dnaG-rpoD	rpsU-dnaG-rpoD
rpsU-dnaG-rpoD	rpsU
rpsU-dnaG-rpoD	rpsU-dnaG-rpoD
rpsU-dnaG-rpoD	rpsU-dnaG-rpoD
rpsU-dnaG-rpoD	rpoD
rpsU-dnaG-rpoD	rpoD
rpsU-dnaG-rpoD	rpoD
rpsU-dnaG-rpoD	rpoD
mug	mug
ileX	ileX
yqjH	yqjH
yqjH	yqjH
yqjH	yqjH
yqjI	yqjI
aer	aer
patA	patA
ygjH	ygjH
ygjH	ygjH
ebgR	ebgR
ebgAC	ebgAC
ygjI	ygjI
ygjI	ygjI
fadH	fadH
higBA	higA
higBA	higBA
rlmG	rlmG
ygjQ	ygjQ
ygjQ	ygjQ
ygjQ	ygjQ
ygjQ	ygjQ
ygjR	ygjR
alx	alx
alx	alx
alx	alx
sstT	sstT
ygjV	ygjV
uxaCA	uxaCA
uxaCA	uxaCA
exuT	exuT
exuT	exuT
exuR	exuR
yqjA-mzrA	yqjA-mzrA
yqjA-mzrA	yqjA-mzrA
yqjF	yqjF
yqjF	yqjF
yqjF	yqjF
yqjG	yqjG
yhaH	yhaH
yhaH	yhaH
yhaI	yhaI
yhaI	yhaI
yhaI	yhaI
yhaI	yhaI
yhaJ	yhaJ
yhaKL	yhaKL
yhaKL	yhaKL
yhaJ	yhaJ
yhaKL	yhaKL
tdcABCDEFG	tdcG
tdcABCDEFG	tdcABCDEFG
tdcR	tdcR
tdcR	tdcR
tdcR	tdcR
tdcR	tdcR
tdcR	tdcR
yhaBC	yhaBC
garPLRK-rnpB	rnpB
garPLRK-rnpB	rnpB
garPLRK-rnpB	rnpB
garPLRK-rnpB	garPLRK-rnpB
prlF-yhaV	prlF-yhaV
agaR	agaR
kbaZ-agaVWA	kbaZ-agaVWA
agaS-kbaY-agaBCDI	agaS-kbaY-agaBCDI
yraH	yraH
yraH	yraH
yraH	yraH
yraH	yraH
yraH	yraH
yraH	yraH
yraH	yraH
yraH	yraH
lpoA	lpoA
rsmI	rsmI
rsmI	rsmI
yraP	yraP
yraP	yraP
yraQ	yraQ
yraQ	yraQ
yraR	yraR
yraR	yraR
yraR	yraR
yhbQ	yhbQ
yhbUV	yhbUV
yhbTS	yhbTS
yhbUV	yhbUV
yhbTS	yhbTS
yhbUV	yhbUV
mtr	mtr
mtr	mtr
yrbN-deaD	deaD
yrbN-deaD	yrbN-deaD
nlpI	nlpI
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	pnp
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	rpsO-pnp
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	rpsO
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	rimP-nusA-infB
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY-rimP-nusA-infB
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY
argG	argG
yhbX	yhbX
secG-leuU	leuU
secG-leuU	secG-leuU
secG-leuU	secG-leuU
rlmE-ftsH	ftsH
rlmE-ftsH	ftsH
rlmE-ftsH	rlmE-ftsH
yhbY	yhbY
rlmE-ftsH	rlmE-ftsH
greA	greA
dacB	dacB
greA	greA
rplU-rpmA	rpmA
rplU-rpmA	rplU-rpmA
sfsB	sfsB
sfsB	sfsB
ibaG-murA	ibaG-murA
ibaG-murA	ibaG
ibaG-murA	ibaG
ibaG-murA	ibaG
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	yrbG-kdsD
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	yrbG-kdsDC-lptCAB
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	kdsC-lptCAB
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	kdsC-lptCAB
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	kdsC-lptCAB
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	lptAB
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	lptAB
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	lptB-rpoN-hpf-ptsN-rapZ
yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	rpoN-hpf-ptsN-rapZ-npr
yrbL	yrbL
elbB-mtgA	mtgA
arcZ	arcZ
arcB	arcB
yhcC	yhcC
yhcC	yhcC
gltBDF	gltBDF
yhcAD-ychE_1	yhcAD-ychE_1
yhcAD-ychE_1	yhcAD-ychE_1
yhcAD-ychE_1	yhcAD-ychE_1
ychE_2-yhcF	yhcF
ychE_2-yhcF	yhcF
ychE_2-yhcF	yhcF
nanATEK-yhcH	yhcH
nanATEK-yhcH	nanATEK-yhcH
nanATEK-yhcH	nanA
dcuD	dcuD
nanR	nanR
nanR	nanR
dcuD	dcuD
sspAB	sspAB
rplM-rpsI	rpsI
rplM-rpsI	rplM-rpsI
yhcM	yhcM
yhcM	yhcM
yhcB	yhcB
degQS	degQS
mdh	mdh
mdh	mdh
argR	argR
argR	argR
yhcN	yhcN
yhcN	yhcN
yhcO	yhcO
yhcO	yhcO
aaeXAB	aaeB
aaeXAB	aaeB
aaeXAB	aaeB
aaeR	aaeR
aaeR	aaeR
aaeXAB	aaeXAB
aaeR	aaeR
aaeR	aaeR
aaeR	aaeR
tldD	tldD
tldD	tldD
mreBCD	mreD
mreBCD	mreBCD
mreBCD	mreB
mreBCD	mreBCD
mreBCD	mreB
mreBCD	mreBCD
mreBCD	mreB
yhdH	yhdH
csrD	csrD
yhdH	yhdH
accBC	accBC
yhdT-panF-prmA	yhdT-panF-prmA
dusB-fis	dusB-fis
yhdJ	yhdJ
yhdU	yhdU
envR	envR
envR	envR
envR	envR
envR	envR
envR	envR
envR	envR
acrEF	acrEF
yhdV	yhdV
yhdWXYZ	yhdWXYZ
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	thrV-rrfF
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
yrdD-tsaC-aroE-yrdB	yrdB
yrdD-tsaC-aroE-yrdB	yrdB
def-fmt	def-fmt
smf	smf
rsmB	rsmB
mscL	mscL
arfA	arfA
yhdN-zntR	zntR
yhdN-zntR	yhdN-zntR
rpsMKD-rpoA-rplQ	rpsMKD-rpoA-rplQ
rpsMKD-rpoA-rplQ	rpsMKD-rpoA-rplQ
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
gspCDEFGHIJKLMO	gspCDEFGHIJKLMO
gspAB	gspAB
gspAB	gspAB
gspAB	gspAB
gspCDEFGHIJKLMO	gspCDEFGHIJKLMO
gspCDEFGHIJKLMO	gspCDEFGHIJKLMO
gspAB	gspAB
bfd-bfr	bfr
chiA	chiA
rpsLG-fusA-tufA	tufA
rpsLG-fusA-tufA	tufA
rpsLG-fusA-tufA	fusA-tufA
rpsLG-fusA-tufA	rpsLG-fusA-tufA
yheO-tusDCB	tusB
yheO-tusDCB	yheO-tusDCB
yheO-tusDCB	yheO-tusDCB
slyX	slyX
fkpA	fkpA
fkpA	fkpA
slyD	slyD
slyD	slyD
slyD	slyD
kefGB-yheV	yheV
prkB	prkB
yhfA	yhfA
crp	crp
crp	crp
crp	crp
argD	argD
yhfG-fic-pabA	pabA
yhfG-fic-pabA	yhfG-fic-pabA
yhfG-fic-pabA	fic
ppiA	ppiA
ppiA	ppiA
ppiA	ppiA
ppiA	ppiA
tsgA	tsgA
nirBDC-cysG	nirBDC-cysG
nirBDC-cysG	cysG
nirBDC-cysG	cysG
yhfL	yhfL
yhfL	yhfL
yhfL	yhfL
yhfL	yhfL
frlABCDR	frlABCDR
frlABCDR	frlABCDR
frlABCDR	frlABCDR
yhfZY	yhfY
yhfZY	yhfY
aroKB-damX-dam-rpe-gph-trpS	trpS
aroKB-damX-dam-rpe-gph-trpS	rpe-gph-trpS
aroKB-damX-dam-rpe-gph-trpS	dam-rpe-gph-trpS
aroKB-damX-dam-rpe-gph-trpS	dam-rpe-gph-trpS
aroKB-damX-dam-rpe-gph-trpS	damX-dam-rpe-gph-trpS
aroKB-damX-dam-rpe-gph-trpS	aroKB-damX-dam-rpe-gph-trpS
aroKB-damX-dam-rpe-gph-trpS	aroKB-damX-dam-rpe-gph-trpS
mrcA	mrcA
hofMNOP	hofMNOP
nudE	nudE
nudE	nudE
nudE	nudE
yrfF	yrfF
yrfF	yrfF
nudE	nudE
yrfF	yrfF
yrfF	yrfF
yrfG-hslRO	hslRO
yrfG-hslRO	hslO
yrfG-hslRO	hslO
yhgE	yhgE
yhgE	yhgE
yhgE	yhgE
pck	pck
ompR-envZ	ompR-envZ
ompR-envZ	ompR-envZ
ompR-envZ	ompR-envZ
greB	greB
ompR-envZ	ompR-envZ
greB	greB
yhgF	yhgF
feoABC	feoABC
yhgA	yhgA
gntX-nfuA	gntX-nfuA
bioH	bioH
gntX-nfuA	nfuA
gntX-nfuA	nfuA
gntT	gntT
gntT	gntT
gntT	gntT
malPQ	malQ
malPQ	malPQ
malT	malT
rtcBA	rtcA
rtcBA	rtcA
rtcBA	rtcA
rtcBA	rtcBA
glpEGR	glpR
glpEGR	glpR
glpEGR	glpGR
glpEGR	glpEGR
glpD	glpD
glgBXCAP	glgP
glgBXCAP	glgAP
glgBXCAP	glgCAP
glgBXCAP	glgCAP
glgBXCAP	glgCAP
glgBXCAP	glgXCAP
glgBXCAP	glgBXCAP
gntRKU	gntU
gntRKU	gntKU
gntRKU	gntK
gntRKU	gntRKU
gntRKU	gntR
gntRKU	gntR
gntRKU	gntR
yhhX	yhhX
ryhB	ryhB
yhhX	yhhX
yhhY	yhhY
yhhZ-yrhA-insA-6AB-6B-6	yhhZ-yrhA-insAB-6A-6B-6
yhhZ-yrhA-insA-6AB-6B-6	yhhZ-yrhA-insAB-6A-6B-6
yrhB	yrhB
yrhB	yrhB
yhhA	yhhA
yhhA	yhhA
ugpBAECQ	ugpQ
ugpBAECQ	ugpBAECQ
ugpBAECQ	ugpBAECQ
livKHMGF	livKHMGF
livKHMGF	livKHMGF
panZ	panZ
panZ	panZ
livJ	livJ
rpoH	rpoH
rpoH	rpoH
rpoH	rpoH
rpoH	rpoH
rpoH	rpoH
ftsYEX	ftsX
ftsYEX	ftsX
rsmD-yhhL	rsmD-yhhL
rsmD-yhhL	rsmD-yhhL
rsmD-yhhL	rsmD-yhhL
yhhN	yhhN
yhhM	yhhM
yhhN	yhhN
yhhM	yhhM
zntA	zntA
tusA	tusA
yhhQ	yhhQ
dcrB	dcrB
dcrB	dcrB
dcrB	dcrB
dcrB	dcrB
yhhT	yhhT
nikABCDER	nikABCDER
nikABCDER	nikABCDER
nikABCDER	nikR
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
yhhI	yhhI
yhiI-rbbA-yhhJ	yhhJ
yhiJ	yhiJ
yhiM	yhiM
yhiM	yhiM
yhiM	yhiM
yhiM	yhiM
yhiN	yhiN
pitA	pitA
uspB	uspB
uspA	uspA
uspA	uspA
uspA	uspA
prlC-rsmJ	prlC-rsmJ
rlmJ	rlmJ
gor	gor
dinQ	dinQ
agrA	agrA
agrB	agrB
arsRBC	arsRBC
insH-11	insH-11
insH-11	insH-11
slp-dctR	slp-dctR
hdeAB-yhiD	yhiD
hdeAB-yhiD	yhiD
hdeAB-yhiD	hdeAB-yhiD
hdeD	hdeD
gadE-mdtEF	gadE
gadE-mdtEF	gadE
arrS	arrS
gadE-mdtEF	gadE-mdtEF
gadE-mdtEF	gadE
gadE-mdtEF	gadE-mdtEF
gadE-mdtEF	mdtEF
gadE-mdtEF	mdtEF
gadE-mdtEF	mdtEF
gadAXW	gadW
gadAXW	gadW
gadY	gadY
gadAXW	gadX
gadAXW	gadXW
gadAXW	gadAX
yhjA	yhjA
treF	treF
yhjB	yhjB
yhjC	yhjC
yhjD	yhjD
yhjE	yhjE
yhjE	yhjE
yhjG	yhjG
yhjH	yhjH
yhjJ	yhjJ
dctA	dctA
yhjK	yhjK
bcsABZC	bcsBZ
yhjR	yhjR
yhjR	yhjR
bcsEFG	bcsEFG
yhjR	yhjR
yhjR	yhjR
yhjR	yhjR
bcsEFG	bcsEFG
rdlD	rdlD
ldrD	ldrD
yhjV	yhjV
dppABCDF	dppABCDF
proK	proK
eptB	eptB
yhjX	yhjX
yhjX	yhjX
yhjX	yhjX
yhjY	yhjY
yiaD	yiaD
bisC	bisC
yiaD	yiaD
bisC	bisC
bisC	bisC
bisC	bisC
ghrB	ghrB
yiaF	yiaF
yiaG	yiaG
cspA	cspA
cspA	cspA
insJ	insJ
hokA	hokA
insK	insK
glyQS	glyS
glyQS	glyQS
ysaB	ysaB
yiaB	yiaB
yiaB	yiaB
yiaB	yiaB
xylAB	xylAB
xylFGHR	xylFGHR
xylFGHR	xylR
bax	bax
bax	bax
malS	malS
malS	malS
avtA	avtA
yiaJ	yiaJ
yiaKLMNO-lyxK-sgbHUE	yiaKLMNO-lyxK-sgbHUE
yiaKLMNO-lyxK-sgbHUE	yiaKLMNO-lyxK-sgbHUE
yiaT	yiaT
yiaU	yiaU
yiaT	yiaT
yiaT	yiaT
yiaT	yiaT
yiaU	yiaU
yiaU	yiaU
aldB	aldB
yiaY	yiaY
yiaY	yiaY
yiaY	yiaY
selAB	selB
selAB	selAB
yibF	yibF
yibG	yibG
mtlADR	mtlADR
mtlADR	mtlADR
mtlADR	mtlADR
mtlADR	mtlADR
yibT	yibT
yibT	yibT
yibL	yibL
lldPRD	lldPRD
cysE	cysE
secB-gpsA	gpsA
secB-gpsA	gpsA
grxC	grxC
yibN	yibN
gpmM-envC-yibQ	gpmM-envC-yibQ
gpmM-envC-yibQ	gpmM-envC-yibQ
waaH	waaH
kbl-tdh	kbl-tdh
htrL	htrL
htrL	htrL
htrL	htrL
rfaD-waaFCL	rfaD-waaFCL
rfaD-waaFCL	rfaD-waaFCL
rfaD-waaFCL	rfaD-waaFCL
rfaD-waaFCL	rfaD-waaFCL
waaQGPSBIJYZU	waaU
waaQGPSBIJYZU	waaU
waaQGPSBIJYZU	waaU
waaQGPSBIJYZU	waaU
waaQGPSBIJYZU	waaYZ
waaQGPSBIJYZU	waaQGPSBIJYZU
waaQGPSBIJYZU	waaQGPSBIJYZU
waaA-coaD	waaA
waaA-coaD	waaA-coaD
waaA-coaD	waaA
yicR-rpmBG-mutM	mutM
yicR-rpmBG-mutM	mutM
yicR-rpmBG-mutM	rpmBG-mutM
yicR-rpmBG-mutM	rpmBG
yicR-rpmBG-mutM	yicR-rpmBG-mutM
yicR-rpmBG-mutM	yicR-rpmBG
dfp	dfp
dut-slmA	dut-slmA
rph-pyrE	pyrE
rph-pyrE	rph-pyrE
rph-pyrE	rph
yicC	yicC
dinD	dinD
ligB	ligB
ligB	ligB
gmk	gmk
rpoZ-spoT-trmH-recG	rpoZ-spoT-trmH-recG
gltS	gltS
xanP	xanP
xanP	xanP
yicH	yicH
selC	selC
yicJI	yicJI
setC	setC
setC	setC
setC	setC
setC	setC
nlpA	nlpA
nepI	nepI
yicN	yicN
adeQ	adeQ
adeQ	adeQ
adeD	adeD
adeD	adeD
adeQ	adeQ
adeD	adeD
adeQ	adeQ
uhpT	uhpT
ivbL-ilvBN-uhpABC	ivbL-ilvBN
ivbL-ilvBN-uhpABC	ivbL
istR-1	istR-1
istR-2	istR-2
tisB	tisB
emrD	emrD
yidHGF	yidF
yidE	yidE
ibpAB	ibpB
ibpAB	ibpAB
yidQ	yidQ
cbrA	cbrA
yidR	yidR
yidB	yidB
gyrB	gyrB
dnaAN-recF	recF
dnaAN-recF	recF
dnaAN-recF	dnaN-recF
dnaAN-recF	dnaN-recF
dnaAN-recF	dnaN-recF
dnaAN-recF	dnaN-recF
dnaAN-recF	dnaAN-recF
dnaAN-recF	dnaAN-recF
rpmH-rnpA	rpmH-rnpA
rpmH-rnpA	rpmH-rnpA
rpmH-rnpA	rpmH-rnpA
tnaCAB	tnaCAB
tnaCAB	tnaC
yieEF	yieEF
yieH	yieH
yieH	yieH
cbrBC	cbrBC
bglH-yieLK	yieK
bglH-yieLK	yieK
bglGFB	bglGFB
bglGFB	bglGFB
bglGFB	bglG
pstSCAB-phoU	phoU
pstSCAB-phoU	phoU
pstSCAB-phoU	pstB-phoU
pstSCAB-phoU	pstB-phoU
pstSCAB-phoU	pstCAB-phoU
pstSCAB-phoU	pstSCAB-phoU
pstSCAB-phoU	pstS
pstSCAB-phoU	pstSCA
glmUS	glmS
glmUS	glmUS
glmUS	glmUS
atpIBEFHAGDC	atpC
atpIBEFHAGDC	atpBEFHAGDC
atpIBEFHAGDC	atpBEFHAGDC
atpIBEFHAGDC	atpIBEFHAGDC
asnC-mioC-mnmG-rsmG	rsmG
asnC-mioC-mnmG-rsmG	mnmG-rsmG
asnC-mioC-mnmG-rsmG	mioC
asnC-mioC-mnmG-rsmG	asnC
asnC-mioC-mnmG-rsmG	asnC-mioC
asnC-mioC-mnmG-rsmG	asnC-mioC-mnmG
asnA	asnA
kup	kup
ravA-viaA	ravA-viaA
kup	kup
kup	kup
rbsDACBKR	rbsDACBKR
yieP-hsrA	hsrA
yieP-hsrA	hsrA
rrsC-gltU-rrlC-rrfC	rrsC-gltU-rrlC-rrfC
rrsC-gltU-rrlC-rrfC	rrsC-gltU-rrlC-rrfC
aspT	aspT
trpT	trpT
hdfR	hdfR
hdfR	hdfR
yifB	yifB
yifB	yifB
yifB	yifB
ilvLXG_1G_2MEDA	ilvLXG_1G_2MEDA
ilvLXG_1G_2MEDA	ilvLXG_1G_2MEDA
ilvLXG_1G_2MEDA	ilvL
ilvLXG_1G_2MEDA	ilvLXG_1G_2MEDA
ilvLXG_1G_2MEDA	ilvLXG_1G_2MEDA
ilvLXG_1G_2MEDA	ilvL
ilvLXG_1G_2MEDA	ilvEDA
ilvLXG_1G_2MEDA	ilvEDA
ilvLXG_1G_2MEDA	ilvA
ilvLXG_1G_2MEDA	ilvA
ilvY	ilvY
ilvC	ilvC
ppiC	ppiC
rep	rep
trxA	trxA
trxA	trxA
rhoL-rho	rhoL-rho
rhoL-rho	rhoL
rhoL-rho	rhoL
rhoL-rho	rhoL
rhoL-rho	rhoL
rhoL-rho	rhoL
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM
argX-hisR-leuT-proM	argX-hisR-leuT-proM
aslB	aslB
glmZ	glmZ
cyaA	cyaA
cyaA	cyaA
cyaA	cyaA
cyaY	cyaY
yifL-dapF-yigA-xerC-yigB	yifL-dapF-yigA-xerC-yigB
uvrD	uvrD
uvrD	uvrD
corA	corA
yigGF	yigF
yigGF	yigF
rarD	rarD
rarD	rarD
rarD	rarD
rarD	rarD
