TU	Gene
yciN	yciN
pyrF-yciH	pyrF,yciH
yciSM	yciS,yciM
yciSM-pyrF-yciH	yciS,yciM,pyrF,yciH
yciVOQ	yciV,yciO,yciQ
yciW	yciW
yciY	yciY
yciT	yciT
yciT	yciT
yciZT	yciZ,yciT
ycjD	ycjD
ycjD	ycjD
ycjG	ycjG
ycjMNOPQRSTUV-ymjB	ycjM,ycjN,ycjO,ycjP,ycjQ,ycjR,ycjS,ycjT,ycjU,ycjV,ymjB
ycjMNOPQRSTUV-ymjB	ycjM,ycjN,ycjO,ycjP,ycjQ,ycjR,ycjS,ycjT,ycjU,ycjV,ymjB
ycjW	ycjW
tyrR	tyrR
ycjXF	ycjX,ycjF
ycjXF-tyrR	ycjX,ycjF,tyrR
mpaA	mpaA
mpaA	mpaA
ycjY	ycjY
ycjY-ymjDC-mpaA	ycjY,ymjD,ymjC,mpaA
ymjC-mpaA	ymjC,mpaA
ydaGF	ydaG,ydaF
ydaM	ydaM
ydaN	ydaN
ydaSTUVW-rzpR	ydaS,ydaT,ydaU,ydaV,ydaW,rzpR
ydaSTUVW-rzpR	ydaS,ydaT,ydaU,ydaV,ydaW,rzpR
ydaSTUVW-rzpR	ydaS,ydaT,ydaU,ydaV,ydaW,rzpR
ydaSTUVW-rzpR	ydaS,ydaT,ydaU,ydaV,ydaW,rzpR
ydbA_1	ydbA_1
ydbA_2	ydbA_2
ydbC	ydbC
ydbD	ydbD
ydbH-ynbE-ydbL	ydbH,ynbE,ydbL
ydbJ	ydbJ
ydbJ	ydbJ
ompN	ompN
ompN	ompN
ompN	ompN
ydbK	ydbK
ydbK-ompN	ydbK,ompN
ydbK-ompN	ydbK,ompN
ydcA	ydcA
ydcA	ydcA
ydcC	ydcC
ydcF	ydcF
ydcF	ydcF
ydcH	ydcH
ydcI	ydcI
ydcI	ydcI
ydcJ	ydcJ
ydcJ	ydcJ
ydcK	ydcK
ydcL	ydcL
ydcL	ydcL
ydcL	ydcL
ydcL	ydcL
ydcL	ydcL
ydcM	ydcM
ydcN	ydcN
ydcO	ydcO
ydcP	ydcP
ydcR	ydcR
patD	patD
patD	patD
ydcSTUV-patD	ydcS,ydcT,ydcU,ydcV,patD
ydcSTUV-patD	ydcS,ydcT,ydcU,ydcV,patD
ydcSTUV-patD	ydcS,ydcT,ydcU,ydcV,patD
ydcX	ydcX
ydcX	ydcX
ydcX	ydcX
ydcY	ydcY
yddAB	yddA,yddB
yddB	yddB
yddE	yddE
yddG	yddG
yddH	yddH
yddJ	yddJ
yddJ	yddJ
yddJ	yddJ
yddJ	yddJ
yddJ	yddJ
yddLKJ	yddL,yddK,yddJ
yddM	yddM
yddW	yddW
ydeA	ydeA
ydeE	ydeE
ydeE	ydeE
ydeI	ydeI
ydeI	ydeI
ydeI	ydeI
ydeJ	ydeJ
ydeK	ydeK
ydeM	ydeM
ydeN	ydeN
ydeN	ydeN
ydeP	ydeP
ydeQ	ydeQ
ydeR	ydeR
ydeTSR	ydeT,ydeS,ydeR
ydeU	ydeU
ydfABC	ydfA,ydfB,ydfC
ydfABC	ydfA,ydfB,ydfC
ydfG	ydfG
ydfH	ydfH
ydfI	ydfI
ydfJ	ydfJ
ydfK	ydfK
ydfK	ydfK
ydfUT	ydfU,ydfT
ydfV	ydfV
ydfZ	ydfZ
ydgA	ydgA
ydgC	ydgC
ydgD	ydgD
ydgD	ydgD
ydgH	ydgH
ydgI-folM	ydgI,folM
ydgJ	ydgJ
rsxABCDGE-nth	rsxA,rsxB,rsxC,rsxD,rsxG,rsxE,nth
ydgK-rsxABCDGE-nth	ydgK,rsxA,rsxB,rsxC,rsxD,rsxG,rsxE,nth
ydhB	ydhB
ydhC	ydhC
ydhC	ydhC
ydhC	ydhC
ydhF	ydhF
ydhF	ydhF
ydhIJK	ydhI,ydhJ,ydhK
ydhL	ydhL
ydhP	ydhP
ydhQ	ydhQ
ydhR	ydhR
ydhS	ydhS
ydhS	ydhS
ydhS	ydhS
ydhT	ydhT
ydhXUT	ydhX,ydhU,ydhT
ydhYVW	ydhY,ydhV,ydhW
ydhYVWXUT	ydhY,ydhV,ydhW,ydhX,ydhU,ydhT
ydhZ	ydhZ
ydhZ	ydhZ
ydiE	ydiE
ydiFO	ydiF,ydiO
ydiH	ydiH
ydiH	ydiH
ydiJ-menI-ydiH	ydiJ,menI,ydiH
ydiK	ydiK
ydiL	ydiL
ydiM	ydiM
ydiM	ydiM
ydiNB-aroD	ydiN,ydiB,aroD
ydiP	ydiP
ydiQRST-fadK	ydiQ,ydiR,ydiS,ydiT,fadK
ydiU	ydiU
ydiV	ydiV
ydiY	ydiY
ydiY	ydiY
ydiY	ydiY
ydiZ	ydiZ
selD-topB	selD,topB
selD-topB	selD,topB
ydjA-selD-topB	ydjA,selD,topB
ydjE	ydjE
ydjE	ydjE
ydjF	ydjF
ydjF	ydjF
ydjLKJIHG	ydjL,ydjK,ydjJ,ydjI,ydjH,ydjG
ydjM	ydjM
ydjN	ydjN
ydjO	ydjO
ydjO	ydjO
ydjO	ydjO
ydjO	ydjO
ydjXYZ-ynjABCD	ydjX,ydjY,ydjZ,ynjA,ynjB,ynjC,ynjD
ydjXYZ-ynjABCD	ydjX,ydjY,ydjZ,ynjA,ynjB,ynjC,ynjD
yeaC	yeaC
yeaE	yeaE
yeaGH	yeaG,yeaH
yeaGH	yeaG,yeaH
yeaI	yeaI
yeaI	yeaI
yeaJ	yeaJ
yeaK	yeaK
yeaL	yeaL
yeaM	yeaM
yeaM	yeaM
yeaN	yeaN
yeaN	yeaN
yeaO	yeaO
yeaO	yeaO
yeaP	yeaP
yeaP	yeaP
yeaQ	yeaQ
yeaQ	yeaQ
yeaR-yoaG	yeaR,yoaG
yeaVW	yeaV,yeaW
yeaX	yeaX
yebB	yebB
yebB	yebB
yebE	yebE
yebF	yebF
yebG	yebG
yebK	yebK
yebO	yebO
yebQ	yebQ
yebQ	yebQ
yebST	yebS,yebT
yebST	yebS,yebT
yebV	yebV
yebV	yebV
yebV	yebV
yebV	yebV
yebW	yebW
yebW	yebW
yecA	yecA
yecDE	yecD,yecE
yecDE	yecD,yecE
yecDE	yecD,yecE
yecF	yecF
yecH	yecH
yecH	yecH
yecJ	yecJ
yecM	yecM
yecM	yecM
yecN-cmoAB	yecN,cmoA,cmoB
yecR	yecR
yecT	yecT
yedA	yedA
yedD	yedD
yedEF	yedE,yedF
yedI	yedI
yedI	yedI
yedK	yedK
yedL	yedL
yedM	yedM
yedN_1N_2	yedN_1,yedN_2
yedP	yedP
yedQ	yedQ
yedJ	yedJ
yedJ	yedJ
yedRJ	yedR,yedJ
yedS_1S_2	yedS_1,yedS_2
yedS_3	yedS_3
yedV	yedV
yedWV	yedW,yedV
yedX	yedX
yedYZ	yedY,yedZ
yeeA	yeeA
yeeED	yeeE,yeeD
yeeJ	yeeJ
yeeL_1L_2	yeeL_1,yeeL_2
yeeN	yeeN
yeeN	yeeN
yeeO	yeeO
yeeO	yeeO
yeeO	yeeO
yeeP	yeeP
yeeRST-cbeA-cbtA-yeeW	yeeR,yeeS,yeeT,cbeA,cbtA,yeeW
yeeX	yeeX
yeeY	yeeY
yeeZ	yeeZ
yeeZ	yeeZ
yefM-yoeB	yefM,yoeB
yegD	yegD
yegE	yegE
yegH	yegH
yegI	yegI
yegI	yegI
yegI	yegI
yegJ	yegJ
yegJ	yegJ
yegLK	yegL,yegK
yegP	yegP
yegQ	yegQ
yegRZ	yegR,yegZ
yegS	yegS
yegS	yegS
yegS	yegS
yegS	yegS
yegTUV	yegT,yegU,yegV
yegW	yegW
yegX	yegX
yegX	yegX
yehA	yehA
yehDCBA	yehD,yehC,yehB,yehA
yehE	yehE
yehE	yehE
yehE	yehE
yehK	yehK
yehLMPQ	yehL,yehM,yehP,yehQ
yehR	yehR
yehS	yehS
yehUT	yehU,yehT
yeiE	yeiE
yeiE	yeiE
yeiE	yeiE
yeiG	yeiG
yeiH	yeiH
yeiI	yeiI
yeiL	yeiL
yeiL	yeiL
yeiP	yeiP
yeiQ	yeiQ
yeiQ	yeiQ
yeiR-lpxT	yeiR,lpxT
yeiW	yeiW
yeiW	yeiW
yeiW	yeiW
yejABEF	yejA,yejB,yejE,yejF
yejG	yejG
yejG	yejG
yejH	yejH
yejK	yejK
yejLM	yejL,yejM
yejO	yejO
yfaATS_1S_2QP	yfaA,yfaT,yfaS_1,yfaS_2,yfaQ,yfaP
yfaP	yfaP
yfaD-ypaA	yfaD,ypaA
yfaH	yfaH
yfaL	yfaL
yfaL	yfaL
yfaL	yfaL
yfaL	yfaL
yfaU	yfaU
yfaVU	yfaV,yfaU
yfaXW	yfaX,yfaW
yfaXWVU	yfaX,yfaW,yfaV,yfaU
yfaY	yfaY
yfaZ	yfaZ
yfaZ	yfaZ
yfbK	yfbK
yfbK	yfbK
yfbL	yfbL
yfbL	yfbL
yfbL	yfbL
yfbL	yfbL
yfbL	yfbL
yfbM	yfbM
yfbN	yfbN
yfbN	yfbN
yfbO	yfbO
yfbO	yfbO
yfbO	yfbO
yfbP	yfbP
yfbS	yfbS
yfbUT	yfbU,yfbT
yfbV	yfbV
yfcC	yfcC
yfcD	yfcD
yfcE	yfcE
yfcF	yfcF
yfcG	yfcG
yfcI	yfcI
yfcI	yfcI
yfcJ	yfcJ
yfcUTSRQPO	yfcU,yfcT,yfcS,yfcR,yfcQ,yfcP,yfcO
yfcV	yfcV
yfcV	yfcV
yfcV	yfcV
yfcV	yfcV
yfcZ	yfcZ
yfdC	yfdC
yfdF	yfdF
yfdF	yfdF
yfdF	yfdF
yfdF	yfdF
yfdGHI	yfdG,yfdH,yfdI
yfdONMLK	yfdO,yfdN,yfdM,yfdL,yfdK
yfdPQ	yfdP,yfdQ
yfdPQ	yfdP,yfdQ
yfdPQ	yfdP,yfdQ
yfdRST	yfdR,yfdS,yfdT
frc	frc
oxc	oxc
oxc	oxc
yfdE	yfdE
yfdV	yfdV
yfdX-frc-oxc-yfdVE	yfdX,frc,oxc,yfdV,yfdE
yfdY	yfdY
yfdY	yfdY
yfeA	yfeA
yfeA	yfeA
yfeCD	yfeC,yfeD
yfeCD	yfeC,yfeD
yfeCD	yfeC,yfeD
yfeCD	yfeC,yfeD
yfeH	yfeH
yfeH	yfeH
yfeKS	yfeK,yfeS
yfeN	yfeN
yfeO	yfeO
yfeR	yfeR
yfeX	yfeX
yfeX	yfeX
yfeYX	yfeY,yfeX
dapE-ypfN	dapE,ypfN
yffB-dapE-ypfN	yffB,dapE,ypfN
yffL	yffL
yffMN	yffM,yffN
yffOP	yffO,yffP
yffOP	yffO,yffP
yffOP	yffO,yffP
yffOP	yffO,yffP
yffQR	yffQ,yffR
yffQR	yffQ,yffR
yffS	yffS
yfgF	yfgF
yfgG	yfgG
yfgG	yfgG
yfgG	yfgG
yfgG	yfgG
yfgHI	yfgH,yfgI
yfgJ	yfgJ
yfgM	yfgM
yfgM	yfgM
yfgM	yfgM
yfgO	yfgO
yfhG	yfhG
yfhH	yfhH
yfhL	yfhL
pbpC	pbpC
pbpC	pbpC
yfhM-pbpC	yfhM,pbpC
yfhR	yfhR
yfhR	yfhR
yfiC	yfiC
yfiE	yfiE
yfiF	yfiF
yfiL	yfiL
yfiL	yfiL
yfiL	yfiL
yfiM	yfiM
pka	pka
yfiP-pka	yfiP,pka
yfiRN	yfiR,yfiN
yfiRN	yfiR,yfiN
yfiRN	yfiR,yfiN
yfiRN	yfiR,yfiN
yfiRNB	yfiR,yfiN,yfiB
yfjD	yfjD
yfjH	yfjH
yfjH	yfjH
yfjI	yfjI
yfjI	yfjI
yfjI	yfjI
yfjI	yfjI
yfjJ	yfjJ
yfjLK	yfjL,yfjK
yfjM	yfjM
yfjPQ	yfjP,yfjQ
yfjPQ	yfjP,yfjQ
yfjPQ	yfjP,yfjQ
yfjR-ypjK-yfjST	yfjR,ypjK,yfjS,yfjT
yfjW	yfjW
yfjXY-ypjJ-yfjZ-ypjF	yfjX,yfjY,ypjJ,yfjZ,ypjF
ygaC	ygaC
ygaM	ygaM
ygaQ_1Q_2	ygaQ_1,ygaQ_2
ygaQ_3	ygaQ_3
ygaQ_4	ygaQ_4
ygaU	ygaU
ygaVP	ygaV,ygaP
ygaXY	ygaX,ygaY
ygaZH	ygaZ,ygaH
ygbA	ygbA
ygbE	ygbE
ygbI	ygbI
ygbI	ygbI
ygbJK	ygbJ,ygbK
ygbK	ygbK
ygbLM	ygbL,ygbM
ygbLM	ygbL,ygbM
ygbN	ygbN
ygcG	ygcG
ygcG	ygcG
ygcNOP	ygcN,ygcO,ygcP
ygcRQ	ygcR,ygcQ
ygcS	ygcS
ygcU	ygcU
ygcW	ygcW
ygcW	ygcW
ygdD	ygdD
ygdG	ygdG
ygdH	ygdH
ygdI	ygdI
ygdI	ygdI
ygdQ	ygdQ
ygdR	ygdR
ygeA	ygeA
ygeF	ygeF
ygeG	ygeG
ygeH	ygeH
ygeI	ygeI
ygeI	ygeI
ygeI	ygeI
ygeLK	ygeL,ygeK
ygeP	ygeP
ygeQ	ygeQ
ygeR	ygeR
ygeV	ygeV
ygeW	ygeW
ygeW	ygeW
ygeW	ygeW
ygeX	ygeX
ygeY	ygeY
ygfB-pepP-ubiHI	ygfB,pepP,ubiH,ubiI
ygfF	ygfF
ygfI	ygfI
ssnA	ssnA
ygfK-ssnA	ygfK,ssnA
ygfM-xdhD	ygfM,xdhD
ygfS	ygfS
ygfTS	ygfT,ygfS
ygfZ	ygfZ
yggE	yggE
yggE	yggE
yggI	yggI
yggI	yggI
yggI	yggI
yggI	yggI
yggM	yggM
yggM	yggM
yggM	yggM
yggN	yggN
yggN	yggN
yggN	yggN
yggR	yggR
rdgB-yggW	rdgB,yggW
yggSTU-rdgB-yggW	yggS,yggT,yggU,rdgB,yggW
yghA	yghA
yghB	yghB
yghD	yghD
yghD	yghD
yghD	yghD
yghED	yghE,yghD
yghF	yghF
yghG	yghG
yghJ	yghJ
yghJ	yghJ
yghJ	yghJ
yghO	yghO
yghQ	yghQ
yghQ	yghQ
yghQ	yghQ
yghQ	yghQ
yghSR	yghS,yghR
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghT	yghT
yghU	yghU
yghW	yghW
yghX_2X_1	yghX_2,yghX_1
yghZ	yghZ
ygiD	ygiD
ygiD	ygiD
glnE	glnE
glnE	glnE
glnE	glnE
glnE	glnE
ygiF-glnE	ygiF,glnE
ygiH	ygiH
ygiL	ygiL
ygiL	ygiL
ygiM	ygiM
ygiM-cca	ygiM,cca
ygiN	ygiN
ygiQ	ygiQ
ygiQ	ygiQ
ygiS	ygiS
ygiV	ygiV
ygiV	ygiV
ygiW	ygiW
ygiW	ygiW
ygiW	ygiW
ygiZ	ygiZ
ygjH	ygjH
ygjH	ygjH
ygjI	ygjI
ygjI	ygjI
ygjJK	ygjJ,ygjK
ygjP	ygjP
ygjQ	ygjQ
ygjQ	ygjQ
ygjQ	ygjQ
ygjQ	ygjQ
ygjR	ygjR
ygjV	ygjV
yhaBC	yhaB,yhaC
yhaH	yhaH
yhaH	yhaH
yhaI	yhaI
yhaI	yhaI
yhaI	yhaI
yhaI	yhaI
yhaJ	yhaJ
yhaJ	yhaJ
yhaKL	yhaK,yhaL
yhaKL	yhaK,yhaL
yhaKL	yhaK,yhaL
yhaOM	yhaO,yhaM
yhbE-obgE	yhbE,obgE
yhbO	yhbO
yhbP	yhbP
yhbQ	yhbQ
yhbTS	yhbT,yhbS
yhbTS	yhbT,yhbS
yhbUV	yhbU,yhbV
yhbUV	yhbU,yhbV
yhbUV	yhbU,yhbV
yhbW	yhbW
yhbX	yhbX
yhbY	yhbY
yhcAD-ychE_1	yhcA,yhcD,ychE_1
yhcAD-ychE_1	yhcA,yhcD,ychE_1
yhcAD-ychE_1	yhcA,yhcD,ychE_1
yhcB	yhcB
yhcC	yhcC
yhcC	yhcC
yhcG	yhcG
yhcM	yhcM
yhcM	yhcM
yhcN	yhcN
yhcN	yhcN
yhcO	yhcO
yhcO	yhcO
yhdH	yhdH
yhdH	yhdH
yhdJ	yhdJ
yhdN-zntR	yhdN,zntR
zntR	zntR
yhdP	yhdP
yhdT-panF-prmA	yhdT,panF,prmA
yhdU	yhdU
yhdV	yhdV
yhdWXYZ	yhdW,yhdX,yhdY,yhdZ
tusB	tusB
yheO-tusDCB	yheO,tusD,tusC,tusB
yheO-tusDCB	yheO,tusD,tusC,tusB
yheSTU	yheS,yheT,yheU
yhfA	yhfA
fic	fic
pabA	pabA
yhfG-fic-pabA	yhfG,fic,pabA
yhfG-fic-pabA	yhfG,fic,pabA
yhfK	yhfK
yhfL	yhfL
yhfL	yhfL
yhfL	yhfL
yhfL	yhfL
yhfXW-php-yhfUTS	yhfX,yhfW,php,yhfU,yhfT,yhfS
yhfY	yhfY
yhfY	yhfY
yhfZY	yhfZ,yhfY
yhgA	yhgA
yhgE	yhgE
yhgE	yhgE
yhgE	yhgE
yhgF	yhgF
yhgN	yhgN
yhhA	yhhA
yhhA	yhhA
yhhH	yhhH
yhhI	yhhI
yhhM	yhhM
yhhM	yhhM
yhhN	yhhN
yhhN	yhhN
yhhQ	yhhQ
yhhS	yhhS
yhhT	yhhT
yhhW	yhhW
yhhX	yhhX
yhhX	yhhX
yhhY	yhhY
yhhZ-yrhA-insAB-6A-6B-6	yhhZ,yrhA,insAB-6,insA-6,insB-6
yhhZ-yrhA-insAB-6A-6B-6	yhhZ,yrhA,insAB-6,insA-6,insB-6
yhhJ	yhhJ
yhiI-rbbA-yhhJ	yhiI,rbbA,yhhJ
yhiJ	yhiJ
yhiK	yhiK
yhiL	yhiL
yhiM	yhiM
yhiM	yhiM
yhiM	yhiM
yhiM	yhiM
yhiN	yhiN
yhiS_1	yhiS_1
yhjA	yhjA
yhjB	yhjB
yhjC	yhjC
yhjD	yhjD
yhjE	yhjE
yhjE	yhjE
yhjG	yhjG
yhjH	yhjH
yhjJ	yhjJ
yhjK	yhjK
yhjR	yhjR
yhjR	yhjR
yhjR	yhjR
yhjR	yhjR
yhjR	yhjR
yhjV	yhjV
yhjX	yhjX
yhjX	yhjX
yhjX	yhjX
yhjY	yhjY
yiaA	yiaA
yiaB	yiaB
yiaB	yiaB
yiaB	yiaB
yiaD	yiaD
yiaD	yiaD
yiaF	yiaF
yiaG	yiaG
yiaJ	yiaJ
yiaKLMNO-lyxK-sgbHUE	yiaK,yiaL,yiaM,yiaN,yiaO,lyxK,sgbH,sgbU,sgbE
yiaKLMNO-lyxK-sgbHUE	yiaK,yiaL,yiaM,yiaN,yiaO,lyxK,sgbH,sgbU,sgbE
yiaT	yiaT
yiaT	yiaT
yiaT	yiaT
yiaT	yiaT
yiaU	yiaU
yiaU	yiaU
yiaU	yiaU
yiaWV	yiaW,yiaV
yiaY	yiaY
yiaY	yiaY
yiaY	yiaY
yibF	yibF
yibG	yibG
yibIH	yibI,yibH
yibJ	yibJ
yibL	yibL
yibN	yibN
yibT	yibT
yibT	yibT
yicC	yicC
yicG	yicG
yicH	yicH
yicJI	yicJ,yicI
yicL	yicL
yicN	yicN
mutM	mutM
mutM	mutM
rpmBG	rpmB,rpmG
rpmBG-mutM	rpmB,rpmG,mutM
yicR-rpmBG	yicR,rpmB,rpmG
yicR-rpmBG-mutM	yicR,rpmB,rpmG,mutM
yicS	yicS
yidA	yidA
yidB	yidB
yidE	yidE
yidF	yidF
yidHGF	yidH,yidG,yidF
yidI	yidI
yidKJ	yidK,yidJ
yidL	yidL
yidP	yidP
yidQ	yidQ
yidR	yidR
yidX	yidX
yidZ	yidZ
yieEF	yieE,yieF
yieH	yieH
yieH	yieH
hsrA	hsrA
hsrA	hsrA
yieP-hsrA	yieP,hsrA
yifB	yifB
yifB	yifB
yifB	yifB
yifE	yifE
yifK	yifK
yifL-dapF-yigA-xerC-yigB	yifL,dapF,yigA,xerC,yigB
yifNO	yifN,yifO
yigE	yigE
yigF	yigF
yigF	yigF
yigGF	yigG,yigF
yigI	yigI
yigM	yigM
yihA	yihA
yihD	yihD
yihF	yihF
yihF	yihF
yihF	yihF
yihG	yihG
yihI	yihI
yihLM	yihL,yihM
yihLM	yihL,yihM
yihLM	yihL,yihM
yihLM	yihL,yihM
yihN	yihN
yihO	yihO
yihPO	yihP,yihO
yihQ	yihQ
yihQ	yihQ
yihQ	yihQ
yihR	yihR
yihUTS	yihU,yihT,yihS
yihVW	yihV,yihW
yihVW	yihV,yihW
yihVW	yihV,yihW
yihXY-dtd-yiiD	yihX,yihY,dtd,yiiD
yiiE	yiiE
yiiE	yiiE
yiiF	yiiF
yiiF	yiiF
yiiG	yiiG
yiiG	yiiG
yiiM	yiiM
yiiM	yiiM
yiiQ	yiiQ
yiiR	yiiR
yiiS-uspD	yiiS,uspD
yiiX	yiiX
yijE	yijE
yijF	yijF
yijO	yijO
yjaA	yjaA
yjaA	yjaA
yjaB	yjaB
yjaG	yjaG
yjaH	yjaH
yjaZ	yjaZ
yjbB	yjbB
yjbD	yjbD
yjbE	yjbE
yjbEFGH	yjbE,yjbF,yjbG,yjbH
yjbEFGH	yjbE,yjbF,yjbG,yjbH
yjbFGH	yjbF,yjbG,yjbH
yjbI	yjbI
yjbJ	yjbJ
yjbLM	yjbL,yjbM
yjbQR	yjbQ,yjbR
yjcB	yjcB
yjcC	yjcC
yjcE	yjcE
yjcE	yjcE
yjcF	yjcF
yjcO	yjcO
yjcO	yjcO
yjcO	yjcO
yjcO	yjcO
yjcS	yjcS
yjdF	yjdF
yjdIJ	yjdI,yjdJ
yjdL	yjdL
yjdL	yjdL
yjdL	yjdL
yjdL	yjdL
yjdM	yjdM
yjdN	yjdN
yjdP	yjdP
hfq-hflXKC	hfq,hflX,hflK,hflC
hfq-hflXKC	hfq,hflX,hflK,hflC
hfq-hflXKC	hfq,hflX,hflK,hflC
miaA-hfq-hflXKC	miaA,hfq,hflX,hflK,hflC
miaA-hfq-hflXKC	miaA,hfq,hflX,hflK,hflC
mutL-miaA-hfq-hflXKC	mutL,miaA,hfq,hflX,hflK,hflC
mutL-miaA-hfq-hflXKC	mutL,miaA,hfq,hflX,hflK,hflC
tsaE-amiB-mutL-miaA-hfq-hflXKC	tsaE,amiB,mutL,miaA,hfq,hflX,hflK,hflC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	yjeF,tsaE,amiB,mutL,miaA,hfq,hflX,hflK,hflC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	yjeF,tsaE,amiB,mutL,miaA,hfq,hflX,hflK,hflC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	yjeF,tsaE,amiB,mutL,miaA,hfq,hflX,hflK,hflC
yjeH	yjeH
yjeI	yjeI
yjeJ	yjeJ
yjeJ	yjeJ
yjeM	yjeM
yjeNO	yjeN,yjeO
yjeT	yjeT
yjeV	yjeV
yjfKLMC	yjfK,yjfL,yjfM,yjfC
yjfN	yjfN
yjfP	yjfP
yjfP	yjfP
yjfY	yjfY
yjfZ	yjfZ
yjfZ	yjfZ
yjgA	yjgA
yjgA	yjgA
yjgA	yjgA
yjgA	yjgA
yjgH	yjgH
yjgL	yjgL
yjgM	yjgM
yjgN	yjgN
yjgN	yjgN
yjgN	yjgN
yjgR	yjgR
yjgW	yjgW
yjgX_1X_2	yjgX_1,yjgX_2
yjgX_3	yjgX_3
yjgZ	yjgZ
yjhBC	yjhB,yjhC
yjhBC	yjhB,yjhC
yjhBC	yjhB,yjhC
yjhBC	yjhB,yjhC
yjhD	yjhD
yjhE	yjhE
yjhF	yjhF
yjhG	yjhG
yjhG	yjhG
yjhIHG	yjhI,yjhH,yjhG
yjhP	yjhP
yjhR	yjhR
yjhU	yjhU
yjhU	yjhU
yjhU	yjhU
yjhXQ	yjhX,yjhQ
yjiC	yjiC
iadA	iadA
yjiHG-iadA	yjiH,yjiG,iadA
yjiJ	yjiJ
yjiK	yjiK
yjiK	yjiK
yjiK	yjiK
yjiL	yjiL
yjiL	yjiL
yjiML	yjiM,yjiL
yjiPQ	yjiP,yjiQ
yjiR	yjiR
yjiS	yjiS
yjiS	yjiS
yjiT	yjiT
yjiV	yjiV
yjiA	yjiA
yjiA	yjiA
yjiXA	yjiX,yjiA
yjiY	yjiY
yjiY	yjiY
dnaTC	dnaT,dnaC
dnaTC-yjjA	dnaT,dnaC,yjjA
yjjA	yjjA
yjjA	yjjA
yjjB-dnaTC	yjjB,dnaT,dnaC
yjjB-dnaTC-yjjA	yjjB,dnaT,dnaC,yjjA
yjjI	yjjI
yjjJ	yjjJ
yjjJ	yjjJ
yjjL	yjjL
yjjL	yjjL
yjjL	yjjL
yjjL	yjjL
yjjM	yjjM
yjjN	yjjN
yjjP	yjjP
yjjQ-bglJ	yjjQ,bglJ
yjjUV	yjjU,yjjV
yjjW	yjjW
yjjX	yjjX
yjjX	yjjX
yjjY	yjjY
yjjZ	yjjZ
yjtD	yjtD
yjtD	yjtD
yafZ	yafZ
ykfA-yafZ	ykfA,yafZ
ykfC	ykfC
ykfJ-prfH	ykfJ,prfH
ykgA	ykgA
ykgEFG	ykgE,ykgF,ykgG
ykgEFG	ykgE,ykgF,ykgG
ykgEFG	ykgE,ykgF,ykgG
ykgEFG	ykgE,ykgF,ykgG
ykgH	ykgH
ykgJ	ykgJ
ykgJ	ykgJ
ykgL	ykgL
ykgMO	ykgM,ykgO
ykgR	ykgR
ykiA	ykiA
ykiB	ykiB
ylaB	ylaB
ylaC	ylaC
ylbG	ylbG
yliEF	yliE,yliF
yliI	yliI
ymbA	ymbA
ymcE-gnsA	ymcE,gnsA
ymdA	ymdA
ymdA	ymdA
ymdA	ymdA
clsC	clsC
ymdB-clsC	ymdB,clsC
ymdB-clsC	ymdB,clsC
ycdU	ycdU
ycdU	ycdU
ycdU	ycdU
ymdE-ycdU	ymdE,ycdU
ymdF	ymdF
ycfZ	ycfZ
ycfZ	ycfZ
ymfA-ycfZ	ymfA,ycfZ
ymfD	ymfD
ymfD	ymfD
ymfD	ymfD
ymfED	ymfE,ymfD
ymfH-xisE-intE	ymfH,xisE,intE
ymfI	ymfI
ymfJ	ymfJ
ymfJ	ymfJ
ymfJ	ymfJ
ymfJ	ymfJ
ymfK	ymfK
ymfK	ymfK
ymfK	ymfK
ymfTLMNROPQ-ycfK-ymfS	ymfT,ymfL,ymfM,ymfN,ymfR,ymfO,ymfP,ymfQ,ycfK,ymfS
ymfTLMNROPQ-ycfK-ymfS	ymfT,ymfL,ymfM,ymfN,ymfR,ymfO,ymfP,ymfQ,ycfK,ymfS
ymgE	ymgE
ymgE	ymgE
ymgF	ymgF
ymgF	ymgF
ymgF	ymgF
ymgF	ymgF
ymgGD	ymgG,ymgD
ymgH-ycgI	ymgH,ycgI
ymiA-yciX	ymiA,yciX
ymiA-yciX	ymiA,yciX
ymjA	ymjA
ynaA-lomR_1	ynaA,lomR_1
ynaE	ynaE
ynaI	ynaI
ynaJ	ynaJ
ynaK-ydaY	ynaK,ydaY
ynaK-ydaY	ynaK,ydaY
ynaK-ydaY	ynaK,ydaY
ynaK-ydaY	ynaK,ydaY
ynbABCD	ynbA,ynbB,ynbC,ynbD
ynbABCD	ynbA,ynbB,ynbC,ynbD
yncD	yncD
yncE	yncE
yncG	yncG
yncH	yncH
yncI	yncI
yncJ	yncJ
yncK_1	yncK_1
yncK_2	yncK_2
yncL	yncL
yncM	yncM
yneE	yneE
yneE	yneE
yneF	yneF
yneHG	yneH,yneG
yneJ	yneJ
yneJ	yneJ
yneK	yneK
yneK	yneK
yneL	yneL
yneM	yneM
ynfA	ynfA
ynfA	ynfA
ynfA	ynfA
ynfB-speG	ynfB,speG
ynfC	ynfC
ynfD	ynfD
ynfEFGH-dmsD	ynfE,ynfF,ynfG,ynfH,dmsD
ynfL	ynfL
